TotalSF,GrLivArea,1stFlrSF,TotalBsmtSF,OverallQual,OverallCond,ExterQual_num,KitchenQual_num,HouseAge,YearsSinceRemodel,TotalBath,GarageCars,GarageArea,Fireplaces,HasBasement,HasGarage,LotArea,SalePrice
2711,1894,824,817,7,5,4,4,22,21,3.5,2,510,1,1,1,11316,214900
2267,1484,783,783,6,5,4,4,19,17,2.5,2,393,1,1,1,10237,178900
2036,1308,976,728,5,7,4,3,84,74,2.5,1,256,2,1,1,9600,160000
2196,1098,1098,1098,5,7,3,3,69,69,2.0,1,260,0,1,1,7390,135000
1568,968,600,600,3,6,3,3,114,74,1.0,0,0,0,1,0,5925,37900
1683,1095,1095,588,6,5,3,3,66,66,2.0,1,264,0,1,1,10382,140000
1912,1192,720,720,4,4,3,3,75,74,1.5,0,0,0,1,0,10800,135000
2390,1626,764,764,7,5,4,4,21,20,2.0,2,474,0,1,1,2268,173000
1836,918,918,918,6,5,3,3,45,45,2.0,1,264,1,1,1,7892,99500
2856,1428,1428,1428,7,5,4,4,17,16,2.0,2,480,0,1,1,11639,182000
2747,2019,1136,728,7,8,3,4,114,31,1.0,2,532,0,1,1,11414,167500
2055,1382,673,673,7,5,4,4,24,24,3.5,2,490,0,1,1,2651,165000
1309,869,869,440,4,7,3,2,101,66,1.0,0,0,0,1,0,5900,85500
2482,1241,1241,1241,7,5,4,4,18,17,2.5,2,569,0,1,1,4274,199900
1788,894,894,894,4,5,3,3,70,70,1.0,2,400,0,1,1,9450,110000
2242,1121,1121,1121,5,6,3,3,61,61,2.0,2,480,0,1,1,8816,139000
1943,999,999,944,7,9,5,5,63,17,2.0,2,588,0,1,1,12122,178400
3837,2612,1276,1225,8,5,4,4,26,25,3.5,3,676,1,1,1,12203,336000
2532,1266,1266,1266,7,5,4,4,17,17,2.0,2,388,1,1,1,3182,159895
3418,2290,1149,1128,8,5,4,4,22,22,2.5,2,779,1,1,1,11250,255900
1734,1734,1302,0,5,5,3,4,47,47,2.0,2,539,0,0,1,10125,126000
2328,1164,1164,1164,5,5,3,3,74,74,2.0,1,240,0,1,1,10880,125000
2120,1635,1001,485,6,8,3,4,114,21,1.0,1,255,0,1,1,5310,117000
3870,1940,1940,1930,9,5,5,5,15,14,3.5,3,606,1,1,1,10159,395192
2878,2030,1118,848,6,6,3,4,48,48,2.5,2,551,1,1,1,12046,195000
2346,1576,778,770,7,5,4,4,18,18,2.5,2,614,0,1,1,8125,197000
3788,2392,1407,1396,8,5,4,4,27,26,3.5,3,870,1,1,1,9452,348000
2658,1742,916,916,8,9,4,4,142,38,1.5,2,424,1,1,1,17671,168000
2673,1851,1020,822,6,8,3,4,60,31,2.5,2,440,1,1,1,9760,187000
2250,1500,750,750,6,5,3,4,19,18,2.5,2,564,0,1,1,8846,173900
3418,1718,1718,1700,10,5,5,5,18,17,3.0,3,786,1,1,1,12456,337500
1977,1230,774,747,4,7,3,3,78,74,2.5,1,305,0,1,1,4712,121600
2100,1050,1050,1050,5,6,3,3,63,63,2.0,1,368,0,1,1,10659,136500
2884,1442,1442,1442,6,6,3,3,54,54,2.0,2,615,1,1,1,11717,185000
2084,1077,1077,1007,3,4,3,3,102,74,1.0,1,210,1,1,1,9786,91000
2395,1208,1208,1187,7,5,4,4,18,18,3.0,2,632,0,1,1,6762,206000
944,944,944,0,3,3,3,2,72,72,1.0,2,528,0,0,1,10206,82000
1382,691,691,691,5,6,3,5,104,74,1.0,1,216,0,1,1,5400,86000
3148,1574,1574,1574,8,5,4,4,18,18,2.0,3,824,1,1,1,11957,232000
3360,1680,1680,1680,5,6,3,3,48,48,2.0,2,528,0,1,1,11500,136905
2850,1504,1504,1346,7,5,4,4,19,18,2.0,2,457,1,1,1,3182,181000
1970,985,985,985,5,8,4,3,47,47,2.0,1,328,0,1,1,8385,149900
3314,1657,1657,1657,6,3,3,3,54,54,2.5,2,484,1,1,1,12155,163500
1638,1092,546,546,4,4,3,3,54,54,1.5,1,286,0,1,1,2217,88000
3420,1710,1710,1710,7,5,4,4,20,19,2.0,2,550,1,1,1,12118,240000
2016,1522,1008,1008,5,5,3,3,98,74,2.0,0,0,0,1,0,6000,102000
1991,1271,720,720,5,5,3,3,76,74,2.0,1,312,1,1,1,21286,135000
1664,1664,1664,0,5,5,3,3,59,59,2.0,0,0,0,0,0,9825,100000
2104,1502,900,602,6,7,3,4,101,28,1.5,1,180,2,1,1,10592,165000
2044,1022,1022,1022,5,4,3,3,114,18,2.0,1,280,0,1,1,7200,85000
2164,1082,1082,1082,6,5,3,3,76,74,1.0,1,240,1,1,1,11664,119200
2475,1665,810,810,8,6,4,4,23,23,3.5,2,528,0,1,1,8400,227000
3008,1504,1504,1504,7,5,4,4,28,28,3.0,2,478,1,1,1,11883,203000
2580,1360,1360,1220,8,5,4,4,40,40,2.0,2,565,1,1,1,5814,187500
1856,1472,802,384,7,5,4,4,33,32,2.5,2,402,1,1,1,10784,160000
2868,1506,1506,1362,7,5,4,4,19,19,2.0,2,440,1,1,1,3013,213490
2264,1132,1132,1132,4,5,3,4,19,19,2.5,2,451,0,1,1,7024,176000
2419,1220,1220,1199,7,5,4,4,18,18,3.0,2,632,0,1,1,7406,194000
2160,1248,912,912,5,5,3,3,94,74,1.0,1,160,0,1,1,9439,87000
2850,1504,1504,1346,7,5,4,4,19,18,2.0,2,437,1,1,1,3182,191000
4463,2898,2898,1565,8,6,4,4,48,48,3.0,2,665,1,1,1,15498,287000
1764,882,882,882,5,5,3,3,52,52,2.0,2,461,0,1,1,7700,112500
2532,1264,1264,1268,5,5,3,3,64,64,2.0,2,461,2,1,1,9300,167500
3284,1646,1646,1638,8,5,4,4,17,16,3.0,3,800,1,1,1,9520,293077
2144,1376,968,768,5,5,3,3,83,74,2.0,1,240,1,1,1,9492,105000
1890,1218,672,672,6,7,3,3,52,52,2.0,1,264,0,1,1,1680,118000
2614,1928,948,686,5,8,3,3,108,29,2.0,0,0,0,1,0,7082,160000
3509,3082,1687,824,7,3,3,3,104,54,3.5,2,672,2,1,1,15863,197000
3858,2520,1352,1338,8,7,4,4,31,31,3.5,3,796,1,1,1,14541,310000
3308,1654,1654,1654,7,5,4,4,22,22,3.0,3,900,0,1,1,8125,230000
1874,954,954,920,5,7,3,2,86,74,1.0,1,240,1,1,1,6305,119750
845,845,845,0,4,3,3,3,67,67,1.0,1,290,0,0,1,11500,84000
3240,1620,1620,1620,9,5,4,5,17,16,3.0,3,912,1,1,1,12898,315500
3318,2263,1055,1055,8,5,4,4,23,22,2.5,2,905,1,1,1,9240,287000
1890,1344,798,546,4,6,3,3,54,16,1.5,0,0,1,1,0,1533,97000
1260,630,630,630,4,4,3,3,54,54,2.0,1,286,0,1,1,1477,80000
2937,1803,1803,1134,5,4,3,3,67,24,3.0,2,484,1,1,1,13125,155000
2432,1632,800,800,6,8,3,4,58,24,2.0,2,484,0,1,1,9130,173000
2612,1306,1306,1306,6,5,4,4,19,19,3.0,2,624,1,1,1,5381,196000
3804,2329,1532,1475,7,5,3,4,34,34,3.5,2,514,1,1,1,11839,262280
5048,2524,2524,2524,8,5,4,4,43,43,3.5,2,542,1,1,1,9600,278000
1733,1733,1733,0,3,5,3,3,69,69,2.0,2,452,1,0,1,13680,139600
4860,2868,1992,1992,9,5,4,5,19,18,3.5,3,716,1,1,1,16056,556581
1980,990,990,990,5,5,3,3,30,29,1.5,2,672,0,1,1,9245,145000
1771,1771,1771,0,5,4,3,3,64,18,1.0,2,336,1,0,1,21750,115000
930,930,930,0,4,7,3,4,78,18,1.0,1,308,0,0,1,11100,84900
2604,1302,1302,1302,7,5,4,4,17,17,2.0,2,436,0,1,1,8993,176485
2632,1316,1316,1316,7,5,4,4,17,17,2.0,2,440,1,1,1,11175,200141
2793,1977,1127,816,6,6,3,3,60,46,2.0,2,540,1,1,1,9500,165000
2742,1526,1526,1216,5,6,3,3,67,22,1.0,1,364,1,1,1,8562,144500
3054,1989,1091,1065,8,5,4,4,22,22,3.5,2,586,1,1,1,11367,255000
2716,1523,1523,1193,6,5,3,3,48,48,2.5,2,478,1,1,1,11361,180000
2728,1364,1364,1364,7,5,4,4,19,19,3.0,2,484,1,1,1,7052,185850
2823,1850,979,973,7,6,4,4,30,30,2.5,2,467,1,1,1,29959,248000
3288,2184,1130,1104,9,5,5,5,16,16,3.5,3,836,1,1,1,11308,335000
2845,1991,1096,854,6,7,3,3,92,74,1.5,2,432,1,1,1,11275,220000
2676,1338,1338,1338,8,5,4,4,23,23,3.0,2,582,0,1,1,4920,213500
1788,894,894,894,3,4,2,3,89,74,1.0,3,1248,0,1,1,18000,81000
2999,2337,1422,662,5,5,3,3,124,74,2.0,2,560,0,1,1,13600,90000
2206,1103,1103,1103,6,6,3,4,99,44,1.0,2,440,1,1,1,6000,110500
2308,1154,1154,1154,5,6,3,3,58,58,1.5,2,480,1,1,1,11000,154000
3566,2260,1306,1306,7,5,4,4,28,27,3.5,2,533,0,1,1,14000,328000
2370,1571,799,799,6,7,4,3,31,30,2.5,2,380,1,1,1,7837,178000
2391,1611,798,780,6,6,3,3,60,60,2.5,2,442,0,1,1,9760,167900
3463,2521,1291,942,6,4,3,3,51,51,3.5,2,576,1,1,1,3964,151400
1738,893,893,845,5,7,3,4,75,21,1.5,2,576,0,1,1,9600,135000
2096,1048,1048,1048,5,5,3,3,68,68,2.0,1,286,0,1,1,10152,135000
2283,1556,829,727,6,6,3,3,56,56,1.5,2,441,0,1,1,11700,154000
2266,1456,1002,810,5,3,3,3,76,74,2.5,1,280,1,1,1,7585,91500
2116,1426,698,690,6,6,3,3,47,47,1.5,2,440,0,1,1,7950,159500
2480,1240,1240,1240,7,5,4,4,18,18,2.0,3,826,0,1,1,8556,194000
2540,1740,960,800,7,6,3,3,84,40,1.5,1,240,2,1,1,13125,219500
2262,1466,1096,796,5,8,3,4,88,35,2.5,2,566,1,1,1,10800,170000
2192,1096,1096,1096,5,5,3,3,55,55,2.0,1,299,0,1,1,15870,138800
1696,848,848,848,6,5,4,4,20,20,2.0,2,420,1,1,1,4435,155900
1980,990,990,990,5,5,3,3,30,30,1.0,1,299,0,1,1,8775,126000
2516,1258,1258,1258,6,7,4,4,53,20,2.5,2,528,0,1,1,11040,145000
2080,1040,1040,1040,5,5,3,3,61,61,2.5,1,308,0,1,1,7500,133000
2918,1459,1459,1459,7,5,4,4,22,22,2.0,2,527,1,1,1,8749,192000
2502,1251,1251,1251,6,6,3,3,60,60,2.0,1,461,2,1,1,8800,160000
2189,1498,691,691,6,5,3,3,29,28,2.5,2,409,1,1,1,13031,187500
1932,996,996,936,6,6,3,4,32,32,2.0,2,564,0,1,1,9069,147000
1638,1092,546,546,4,5,3,3,51,51,1.5,1,286,0,1,1,1974,83500
3035,1953,1082,1082,8,5,4,4,19,18,2.5,3,1043,1,1,1,10574,252000
2679,1709,970,970,7,5,4,4,20,20,2.0,2,380,0,1,1,2522,137500
2494,1247,1247,1247,8,5,4,4,19,19,2.5,2,550,1,1,1,3316,197000
1040,1040,1040,0,3,4,3,3,74,74,2.0,2,400,0,0,1,8544,92900
1852,1252,624,600,7,5,4,4,25,24,3.5,2,462,0,1,1,2160,160000
2875,1694,1390,1181,6,5,3,3,99,74,2.0,2,576,1,1,1,8400,136500
2064,1200,1200,864,5,8,3,4,59,26,2.5,2,884,0,1,1,9230,146000
1872,936,936,936,5,7,3,3,68,24,2.0,1,308,0,1,1,5868,129000
2628,1314,1314,1314,6,5,4,4,18,18,2.0,2,440,1,1,1,9317,176432
2039,1355,773,684,6,7,3,4,110,18,1.5,0,0,0,1,0,6882,127000
2162,1088,1088,1074,8,5,4,4,38,38,1.5,2,461,0,1,1,3696,170000
1996,1324,757,672,4,6,3,3,88,74,1.0,1,240,0,1,1,6000,128000
2872,1601,1601,1271,7,5,3,3,46,46,2.0,2,478,1,1,1,11880,157000
728,438,438,290,2,5,3,2,104,74,1.0,1,246,0,1,1,8400,60000
1900,950,950,950,5,5,3,3,53,53,1.0,1,280,0,1,1,9758,119500
2144,1134,1134,1010,5,7,3,3,64,22,1.0,1,254,0,1,1,7000,135000
1849,1194,1194,655,6,6,3,3,65,65,1.5,2,539,1,1,1,8910,159500
1932,1302,630,630,5,5,3,3,54,54,2.5,2,440,0,1,1,2016,106000
4085,2622,1500,1463,8,5,4,4,30,29,3.5,2,712,2,1,1,12256,325000
2352,1442,1442,910,7,5,4,4,34,33,3.0,2,719,1,1,1,10357,179900
2889,2021,887,868,7,5,4,4,18,18,2.5,2,422,1,1,1,23257,274725
2614,1690,948,924,6,5,3,3,24,24,2.5,2,463,1,1,1,8063,181000
3672,1836,1836,1836,8,5,4,4,20,19,3.0,3,862,1,1,1,11362,280000
2431,1658,773,773,6,5,3,3,29,28,3.5,2,431,1,1,1,8000,188000
2767,1964,1098,803,7,6,3,3,48,48,2.5,2,483,1,1,1,10480,205000
1632,816,816,816,5,7,3,3,67,67,2.0,1,308,0,1,1,7100,129900
2016,1008,1008,1008,5,7,3,4,71,18,2.0,1,240,0,1,1,8923,134500
1666,833,833,833,5,7,3,4,70,24,1.0,1,326,0,1,1,5400,117000
3468,1734,1734,1734,8,5,4,5,17,17,3.0,3,928,1,1,1,12085,318000
1827,1419,779,408,8,5,4,4,22,22,3.5,2,527,1,1,1,7750,184100
1788,894,894,894,5,7,3,4,57,21,2.0,2,450,0,1,1,9764,130000
2134,1601,1021,533,5,6,3,3,66,37,1.5,1,300,0,1,1,13825,140000
2080,1040,1040,1040,5,5,3,3,65,65,1.0,1,286,0,1,1,7560,133700
2024,1012,1012,1012,6,5,3,3,104,74,1.0,1,308,1,1,1,8263,118400
3104,1552,1552,1552,7,5,4,4,19,18,2.0,3,782,0,1,1,10084,212900
1632,960,960,672,4,3,3,3,68,68,1.0,1,288,0,1,1,8926,112000
1396,698,698,698,5,9,3,3,77,16,1.5,0,0,0,1,0,9405,118000
1866,1482,812,384,7,5,3,4,32,32,2.5,2,392,1,1,1,9125,163900
2010,1005,1005,1005,4,5,3,2,69,69,1.0,2,672,1,1,1,10434,115000
2928,1555,1555,1373,7,5,4,4,17,17,2.0,3,660,1,1,1,3684,174000
3060,1530,1530,1530,7,5,4,4,20,20,3.0,3,630,1,1,1,14572,259000
2806,1959,847,847,7,5,4,4,20,19,2.5,2,434,1,1,1,11796,215000
1872,936,936,936,5,5,3,3,44,44,2.0,2,672,0,1,1,7200,140000
3103,1981,1328,1122,4,3,3,4,96,74,3.0,2,576,2,1,1,7804,135000
1948,974,974,974,5,5,3,3,33,32,1.0,0,0,0,1,0,10712,93500
3218,2210,1178,1008,6,4,3,2,144,74,2.0,1,205,0,1,1,9900,117500
3148,2020,1142,1128,8,5,4,4,29,29,2.5,2,466,1,1,1,9828,239500
2516,1600,916,916,6,5,3,3,27,27,2.5,2,460,1,1,1,8773,169000
1946,986,986,960,6,5,3,3,98,74,1.0,1,180,1,1,1,6180,102000
2284,1252,1032,1032,6,5,3,3,74,74,1.0,1,288,0,1,1,9600,119000
1800,1020,780,780,5,8,3,3,149,28,1.0,0,0,0,1,0,6342,94000
3134,1567,1567,1567,6,5,3,4,47,47,3.0,2,714,2,1,1,9819,196000
2082,1167,1167,915,5,5,3,3,104,74,1.0,2,495,1,1,1,8731,144000
1904,952,952,952,5,7,3,3,73,73,2.0,2,840,0,1,1,7350,139000
2648,1868,1088,780,5,7,3,4,48,48,3.5,2,484,1,1,1,10304,197500
4294,2828,1466,1466,8,5,4,4,18,17,4.0,3,1052,1,1,1,9965,424870
2012,1006,1006,1006,5,3,3,3,65,65,1.0,0,0,0,1,0,9000,80000
1596,924,672,672,4,4,3,2,83,74,2.0,1,280,0,1,1,12180,80000
2618,1576,1042,1042,5,6,3,3,96,74,1.0,1,225,1,1,1,6240,149000
2596,1298,1298,1298,6,5,4,4,39,39,3.0,2,403,1,1,1,11200,180000
2268,1564,860,704,7,7,3,2,83,74,1.5,1,234,1,1,1,12000,174500
1683,1111,572,572,7,7,3,3,98,74,1.0,1,288,1,1,1,5700,116900
2132,1482,832,650,7,9,3,3,104,36,1.5,2,324,0,1,1,9000,143000
1864,932,932,932,6,5,3,4,74,74,1.0,1,306,1,1,1,8280,124000
2932,1466,1466,1466,5,4,3,2,65,65,1.5,2,528,2,1,1,17755,149900
2884,1811,1811,1073,6,7,3,5,68,20,1.0,2,470,1,1,1,14115,230000
1632,816,816,816,6,8,4,3,94,17,1.0,1,432,0,1,1,5890,120500
2684,1820,902,864,7,6,3,4,59,36,2.0,2,492,2,1,1,13700,201800
2874,1437,1437,1437,5,8,4,4,48,20,3.0,2,528,1,1,1,10768,218000
2484,1265,1265,1219,5,8,3,4,59,25,2.5,2,502,1,1,1,9350,179900
2628,1314,1314,1314,7,5,4,4,17,16,3.0,2,626,1,1,1,5001,230000
3160,1580,1580,1580,8,5,4,4,17,16,2.0,3,830,0,1,1,11932,235128
2777,1876,943,901,6,6,4,4,50,50,2.5,2,540,1,1,1,9120,185000
2311,1456,855,855,6,5,3,3,46,46,2.5,2,440,1,1,1,2280,146000
2936,1640,1640,1296,6,7,4,4,70,18,2.0,2,924,1,1,1,14778,224000
1788,894,894,894,5,5,3,3,56,56,1.0,2,450,1,1,1,8724,129000
2456,1258,1258,1198,4,4,3,3,55,55,3.0,2,400,0,1,1,12900,108959
2792,1432,1432,1360,5,7,3,4,46,46,2.5,2,588,1,1,1,16157,194000
3004,1502,1502,1502,7,5,4,4,15,15,2.0,2,644,0,1,1,9541,233170
3388,1694,1694,1694,8,5,4,4,16,16,2.0,3,776,0,1,1,10475,245350
2630,1671,959,959,6,5,3,3,24,24,3.5,2,472,1,1,1,10852,173000
3235,2108,1236,1127,6,7,3,4,89,38,2.0,2,540,2,1,1,13728,235000
5557,3627,1831,1930,10,5,4,4,29,28,4.5,3,807,1,1,1,35760,625000
2214,1118,1118,1096,6,6,3,3,47,47,2.0,1,358,1,1,1,9880,171000
2522,1261,1261,1261,6,6,3,3,66,66,2.0,2,433,1,1,1,9120,163000
1875,1250,625,625,7,5,4,4,18,17,2.5,2,625,0,1,1,4017,171900
4205,3086,1636,1598,5,6,3,5,78,30,3.0,0,0,1,1,0,18030,200500
3297,2345,1170,952,6,8,3,3,92,74,2.5,2,360,1,1,1,16560,239000
4555,2872,2129,1683,8,5,4,4,32,24,2.5,2,541,1,1,1,10678,285000
1799,923,923,876,5,5,3,3,40,39,2.0,1,264,0,1,1,6951,119500
2042,1224,818,818,6,8,3,3,98,20,1.0,1,210,0,1,1,3950,115000
2074,1343,820,731,5,6,3,3,103,74,1.5,1,186,1,1,1,7681,154900
1124,1124,1124,0,5,5,3,3,70,70,1.0,0,0,1,0,0,8335,93000
3730,2514,1298,1216,7,5,3,3,34,33,2.5,2,693,0,1,1,11170,250000
3252,1652,1652,1600,8,5,5,4,16,16,3.5,2,482,1,1,1,5587,392500
6872,4476,2411,2396,10,5,4,5,28,28,4.5,3,813,2,1,1,15623,745000
2250,1130,1130,1120,5,6,3,3,104,74,2.0,2,720,1,1,1,10800,120000
3144,1572,1572,1572,5,4,3,3,61,61,2.5,3,995,2,1,1,35133,186700
2005,1221,949,784,5,7,3,3,100,74,2.0,1,392,0,1,1,9738,104900
2677,1699,1014,978,3,5,3,3,124,54,3.0,2,420,0,1,1,10615,95000
3248,1624,1624,1624,8,5,4,4,30,29,3.0,3,757,1,1,1,12461,262000
2491,1660,831,831,7,5,4,4,22,22,2.5,2,493,0,1,1,8935,195000
2798,1804,1028,994,7,5,3,4,25,25,2.5,2,442,1,1,1,7500,189000
2871,1622,1622,1249,4,4,3,3,63,49,2.0,4,1356,1,1,1,32463,168000
2217,1441,764,776,8,5,4,4,25,24,2.5,2,492,0,1,1,2645,174000
2174,1472,842,702,5,8,3,4,99,30,1.0,1,250,0,1,1,9600,125000
2448,1224,1224,1224,6,5,3,3,25,25,3.0,2,402,0,1,1,4500,165000
2015,1352,663,663,6,7,3,3,55,55,1.5,1,299,0,1,1,9364,158000
2184,1456,728,728,6,5,3,4,19,19,2.5,2,400,0,1,1,8029,176000
2742,1863,879,879,7,5,4,4,18,18,2.5,3,660,1,1,1,14054,219210
2505,1690,815,815,7,6,3,3,108,74,1.0,1,225,1,1,1,8850,144000
2424,1212,1212,1212,7,5,4,4,23,23,2.0,2,573,0,1,1,9100,178000
2433,1382,1382,1051,4,5,3,3,61,45,1.5,2,459,1,1,1,11235,148000
1728,864,864,864,4,5,3,3,54,54,1.0,1,280,0,1,1,9353,116050
2645,1779,866,866,7,5,3,4,26,26,2.5,2,546,0,1,1,10400,197900
2232,1348,884,884,5,8,3,3,99,27,2.0,1,216,1,1,1,6000,117000
3260,1630,1630,1630,7,5,4,4,24,23,2.0,2,451,1,1,1,9750,213000
2130,1074,1074,1056,5,6,3,3,49,49,2.5,2,495,0,1,1,10140,153500
4354,2196,2196,2158,7,7,4,4,34,33,2.0,3,701,1,1,1,14684,271900
2112,1056,1056,1056,4,4,3,3,58,58,2.0,1,384,0,1,1,8900,107000
3382,1700,1700,1682,6,5,4,4,21,21,3.0,2,544,0,1,1,9135,200000
2214,1283,1283,931,5,7,3,3,62,44,2.0,2,506,0,1,1,7763,140000
3320,1660,1660,1660,8,5,4,4,18,18,3.0,2,500,1,1,1,10182,290000
2900,1845,1055,1055,6,5,4,4,32,32,2.5,2,462,1,1,1,11218,189000
2311,1752,1080,559,8,7,4,3,36,19,2.0,2,492,0,1,1,12134,164000
1344,672,672,672,4,6,3,3,83,74,2.0,1,234,0,1,1,9340,113000
1608,960,960,648,4,9,3,3,59,23,1.5,1,364,0,1,1,10246,145000
1924,999,999,925,5,5,3,3,62,62,2.0,1,300,0,1,1,10205,134500
1788,894,894,894,5,5,3,3,58,58,1.0,1,384,0,1,1,7094,125000
1902,1902,1318,0,6,5,3,3,46,46,2.0,2,539,0,0,1,8930,112000
2614,1314,1314,1300,8,5,4,4,15,15,3.0,2,552,0,1,1,8640,229456
912,912,672,0,4,5,3,3,77,74,1.0,0,0,0,0,0,6240,80500
1890,1218,672,672,6,5,3,3,53,53,1.5,0,0,0,1,0,1680,91500
1824,912,912,912,5,5,3,3,60,60,1.0,1,288,0,1,1,7800,115000
2163,1211,1211,952,5,5,3,3,56,56,1.0,1,322,1,1,1,8250,134000
2886,1846,1168,1040,6,6,3,3,75,74,2.0,1,315,1,1,1,10496,143000
4272,2136,2136,2136,5,3,3,3,73,73,2.0,2,528,0,1,1,10680,137900
2278,1490,788,788,7,5,4,4,20,19,3.5,2,388,1,1,1,15384,184000
1726,1138,1138,588,6,8,3,3,66,66,1.5,1,264,0,1,1,10482,145000
2827,1933,894,894,6,5,4,4,17,17,2.5,3,668,1,1,1,14598,214000
1824,912,912,912,5,8,3,4,59,16,2.0,2,576,0,1,1,8872,147000
3404,1702,1702,1702,9,5,5,5,16,16,2.5,3,1052,1,1,1,8769,367294
2582,1507,1507,1075,5,5,3,3,64,64,2.0,1,404,0,1,1,7910,127000
3981,2620,1361,1361,5,5,3,3,47,47,3.0,2,600,1,1,1,18890,190000
2296,1190,1190,1106,5,6,3,3,62,62,2.0,2,540,0,1,1,7728,132500
1224,1224,1224,0,4,5,3,3,62,62,2.0,2,462,0,0,1,9842,101800
2376,1188,1188,1188,5,5,3,3,65,65,2.0,2,531,0,1,1,12160,142000
2904,1964,1024,940,5,6,3,3,113,74,1.5,0,0,0,1,0,8525,130000
2531,1784,892,747,5,5,3,3,110,74,1.5,1,180,0,1,1,13132,138887
2390,1626,764,764,7,5,4,4,21,21,2.5,2,474,0,1,1,2628,175500
2795,1948,847,847,7,5,4,4,20,19,2.5,2,434,1,1,1,12393,195000
2282,1141,1141,1141,6,5,4,3,19,19,1.5,2,484,0,1,1,13072,142500
2960,1484,1484,1476,8,5,4,5,18,18,2.0,2,472,1,1,1,9037,265900
2652,1768,884,884,7,5,4,4,21,21,3.5,2,543,0,1,1,8158,224900
3378,1689,1689,1689,7,6,4,4,17,17,2.0,3,954,0,1,1,9849,248328
2226,1173,1173,1053,7,6,3,4,50,50,3.0,2,528,2,1,1,10625,170000
4152,2076,2076,2076,10,5,5,5,18,18,3.5,3,850,1,1,1,13891,465000
2309,1517,792,792,8,7,3,4,95,74,1.0,2,400,2,1,1,11435,230000
2453,1868,1140,585,6,7,3,3,40,21,3.5,2,477,1,1,1,12090,178000
2309,1553,756,756,7,5,4,4,19,18,2.5,2,615,0,1,1,8125,186500
2046,1034,1034,1012,6,5,3,3,48,48,2.0,3,888,0,1,1,12328,169900
2793,2058,1134,735,6,5,3,3,107,74,1.5,2,396,1,1,1,9600,129500
1864,988,988,876,5,7,3,3,74,74,1.0,1,276,0,1,1,7200,119000
4220,2110,2110,2110,7,5,4,5,56,56,3.5,2,522,2,1,1,11160,244000
2810,1405,1405,1405,7,5,4,4,21,21,2.0,2,478,1,1,1,3136,171750
1738,874,874,864,5,6,3,3,56,56,2.0,1,288,0,1,1,9858,130000
3359,2167,1516,1192,7,7,4,4,50,21,3.5,2,518,2,1,1,17542,294000
2402,1656,760,746,7,5,4,4,21,20,2.5,2,397,1,1,1,6931,165400
2251,1367,959,884,6,6,3,3,93,74,1.0,1,560,1,1,1,6240,127500
3973,1987,1987,1986,8,5,4,4,30,30,3.0,2,691,1,1,1,14303,301500
1728,864,864,864,5,8,3,3,102,74,1.0,0,0,0,1,0,4060,99900
2022,1166,1166,856,7,5,4,4,19,19,3.0,2,400,0,1,1,9587,190000
2108,1054,1054,1054,6,8,3,3,55,55,2.5,2,460,0,1,1,9750,151000
2516,1675,892,841,6,5,3,3,25,25,2.5,2,502,1,1,1,24682,181000
2100,1050,1050,1050,5,6,3,3,68,68,1.0,1,338,0,1,1,9600,128900
2892,1788,1104,1104,4,5,3,3,67,35,2.0,1,304,2,1,1,11250,161500
2588,1824,1060,764,6,6,3,3,105,74,1.0,2,520,1,1,1,13515,180500
2742,1337,1337,1405,6,5,4,4,26,25,3.0,2,511,0,1,1,4060,181000
2143,1452,713,691,7,5,4,4,25,25,3.5,2,506,0,1,1,3735,183900
2814,1889,964,925,7,4,2,3,114,74,1.5,1,308,1,1,1,10120,122000
4020,2018,2018,2002,9,5,5,5,16,15,2.0,3,746,1,1,1,13214,378500
4175,3447,1968,728,8,9,3,4,89,27,3.5,3,1014,2,1,1,14100,381000
2398,1524,874,874,5,5,3,3,66,66,1.5,1,315,0,1,1,11344,144000
2856,1524,1332,1332,7,6,4,4,45,45,2.5,2,586,1,1,1,23595,260000
2978,1489,1489,1489,6,7,3,4,56,56,2.0,2,462,1,1,1,9156,185750
1870,935,935,935,5,6,3,3,59,59,2.0,1,288,0,1,1,13526,137000
2376,1357,1357,1019,6,7,3,5,65,18,2.0,1,312,1,1,1,11512,177000
1911,1250,661,661,5,6,3,3,114,21,2.0,2,552,1,1,1,5362,139000
2848,1920,928,928,5,5,3,3,76,74,2.0,2,400,0,1,1,11345,137000
2118,1395,735,723,6,6,3,3,52,52,2.0,2,497,1,1,1,12936,162000
3404,1724,1724,1680,6,5,3,3,57,48,2.5,2,480,1,1,1,17871,197900
3159,2031,1128,1128,8,5,4,4,22,22,3.5,2,577,1,1,1,9473,237000
1826,1128,698,698,4,4,3,3,104,74,1.0,2,528,0,1,1,7500,68400
3146,1573,1573,1573,7,5,4,4,22,22,3.0,2,544,0,1,1,9808,227000
2648,1339,1339,1309,7,5,3,3,34,34,3.0,2,484,1,1,1,8049,180000
2080,1040,1040,1040,5,7,3,4,47,16,2.0,2,484,0,1,1,8800,150500
2736,1824,912,912,6,5,3,3,53,53,3.0,0,0,0,1,0,9400,139000
3251,2447,1699,804,6,7,3,4,105,34,2.0,1,336,1,1,1,9638,169000
2192,1412,825,780,6,6,3,3,85,74,1.0,1,280,1,1,1,6000,132500
2656,1328,1328,1328,6,5,3,3,61,61,2.5,2,528,2,1,1,9790,143000
